Borough,Address,Number of Floors,Zoning District,Year Built,Building Class,Filing Status,Filing Date,Owner Name,Owner Bus Name,Qewi Name,Qewi Bus Name
MANHATTAN,BROAD STREET 117,40,C5-5,1970,RB,UNSAFE,03/16/2017,DAWN  KEYS,125 BROAD CONDOMINIUM,TIMOTHY  WEBB,O&amp;S ASSOCIATES
MANHATTAN,WEST END AVENUE 890,15,R8,1924,D4,UNSAFE,03/17/2021,STEVE  HOFFMAN,PR,ELISHA  GEIGER,GEIGER ENGINEER PC
MANHATTAN,WEST END AVENUE 890,15,R8,1924,D4,UNSAFE,02/15/2007,890 WEST END AVE OWNER,PETER A DEMB,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,WEST END AVENUE 890,15,R8,1924,D4,UNSAFE,02/21/2017,MAUREEN  SMITH,890 West End Ave Owners Corp.,MARK  LICALZI,LUKE LICALZI P.E.P.C.
MANHATTAN,WEST END AVENUE 900,16,R8,1926,D7,UNSAFE,02/14/2017,RICHARD  EISENBERG,Atlantic Realty Apts. LLC,IRVING  CHESNER
MANHATTAN,WEST END AVENUE 908,15,R8,1924,D3,UNSAFE,02/21/2017,STANLEY  WASSERMAN,910 W.E.A. REALTY LLC,MICHAEL  NOTARO,MVN ARCHITECT LLC
MANHATTAN,EAST 86 STREET 233,22,C2-8A,1983,D4,UNSAFE,02/21/2013,HELENE HARTIG ESQ,DENNIS  MELE,MIDTOWN PRESEVATION
MANHATTAN,EAST   86 STREET 241,18,C2-8A,1989,D6,UNSAFE,05/15/2007,BETTINA EQUITIES,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECTS
MANHATTAN,WEST 107 STREET 245,15,C2-8A,1929,D4,UNSAFE,01/26/2007,107 WEST APARTMENT CORP.,EVAN  PETKANAS,STONE ENGINEERING P.C
MANHATTAN,WEST 109 STREET 227,9,R8B,1912,D3,UNSAFE,02/22/2007,229 W.109 ST. RLTY CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,WEST 109 STREET 227,9,R8B,1912,D3,UNSAFE,01/25/2013,229 WEST 109TH ST. REALTY CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,WEST 109 STREET 227,9,R8B,1912,D3,UNSAFE,08/14/2017,MARISA  KINSEY,KINSEY EQUITIES LLC,HAMIDREZA  SAGHARI,NY RESTORATION TECHNOLOGY CORP
MANHATTAN,WEST 111 STREET 515,6,R8,1904,D1,UNSAFE,11/21/2006,SHERER REALTY CO.,MARK J ELLIS,SHERER REALTY CO. INC
MANHATTAN,WEST 111 STREET 515,6,R8,1904,D1,UNSAFE,02/08/2019,ROSARIO  RUIZ,1841 BROADWAY SUITE 914 NEW YORK NE,ALAN  EPSTEIN,EPSTEIN ENGINEERING P.C.
MANHATTAN,WEST  111 STREET 545,10,R8,1910,RM,UNSAFE,02/20/2019,A.J.  REXHEPI,545 West Corp.,DENNIS  MELE,MIDTOWN PRESERVATION ARCHITECTURE &
MANHATTAN,EAST 111 STREET 321,6,R7A,1927,P5,UNSAFE,04/30/2007,BOYS CLUB OF NEW YORK,DOUGLAS R STIEVE,WJE ENGINEERS & ARCHITECTS P.C
MANHATTAN,RIVERSIDE DRIVE 265,11,R8,1909,D4,UNSAFE,01/26/2007,265 RIVER OWNER C/O HELLER REALT,KEVIN  BONE,BONE/LEVINE ARCHITECTS
MANHATTAN,WEST END AVENUE 851,6,R8,1905,C1,UNSAFE,12/13/2017,LARRY  TAUBER,TAUBER PROPERTIES,CHARLES  MARINO,BRAXTON ENGINEERING P.C.
MANHATTAN,WEST 103 STREET 308,13,R8B,1961,D4,UNSAFE,02/16/2018,BARRY  CHAFETZ,HALSTEAD MANAGEMENT,OSVALDO  BERTOLINI,BERTOLINI ARCHITECTURAL WORKS DPC
MANHATTAN,WEST END AVENUE 895,12,R8,1912,D4,UNSAFE,08/21/2012,895 WEST END AVENUE COOPERA,JOHN P MURRAY,CASEWORKS ARCHITECT PLLC
MANHATTAN,WEST 108 STREET 301,11,R9A,1920,RM,UNSAFE,02/21/2013,108 OWNERS CORP,KEVIN  BONE,BONE/LEVINE ARCHITECTS
MANHATTAN,WEST 109 STREET 300,11,R9A,1920,RM,UNSAFE,02/21/2013,108 OWNERS CORP,KEVIN  BONE,BONE/LEVINE ARCHITECTS
MANHATTAN,RIVERSIDE DRIVE 390,15,R8,1925,D4,UNSAFE,02/08/2012,390 RIVERSIDE OWNERS CO,MALCOLM  GOODSPEED,GOODSPEED ARCHITECTS
MANHATTAN,EAST 110 STREET 425,31,R7-2,1974,D4,UNSAFE,02/19/2019,VERNON  COOPER,1199 Housing Corporation,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,FIRST AVENUE 2120,31,R7-2,1974,D4,UNSAFE,02/19/2019,VERNON  COOPER,1199 Housing Corporation,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,FIRST AVENUE 2100,31,R7-2,1974,D4,UNSAFE,02/19/2019,VERNON  COOPER,1199 Housing Corporation,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,FIRST AVENUE 2070,31,R7-2,1974,D4,UNSAFE,02/19/2019,VERNON  COOPER,1199 Housing Corporation,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,EAST 111 STREET 400,13,M1-4,1913,E7,UNSAFE,02/20/2007,EDISON PROPETIES LLC,THOMAS M CAPOBIANCO,J.K. BLUM CO. LLP
MANHATTAN,EAST 116 STREET 441,6,R7B,1910,C1,UNSAFE,06/22/2015,SAN FRANCISCO ASS. LP,NOUREDINE  BENABDELHAK,ALNOUR CONSULTING ENGINEERING
MANHATTAN,EAST 116 STREET 441,6,R7B,1910,C1,UNSAFE,06/22/2015,SAN FRANCISCO ASS. LP,NOUREDINE  BENABDELHAK,ALNOUR CONSULTING ENGINEERING
MANHATTAN,EAST 116 STREET 441,6,R7B,1910,C1,UNSAFE,06/22/2015,SAN FRANCISCO ASS. LP,NOUREDINE  BENABDELHAK,ALNOUR CONSULTING ENGINEERING
MANHATTAN,EAST 85 STREET 344,6,R8B,1920,D6,UNSAFE,02/21/2018,HELE  ROSE,HUBB NYC,ANTHONY  VOLPE,FALCON ENGINERING CO. LLC
MANHATTAN,WEST 127 STREET 126,5,R7-2,1910,N9,UNSAFE,11/08/2010,THE CITY OF NY - HUMAN RESOURCE,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,WEST 127 STREET 126,5,R7-2,1910,N9,UNSAFE,11/08/2010,THE CITY OF NY - HUMAN RESOURCE,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,LENOX AVENUE 170,8,R7-2,1902,D4,UNSAFE,06/06/2005,SHUHAB,JOHN  ANASTASI,ANASTASI AND ASSOCIATES
MANHATTAN,LENOX AVENUE 170,8,R7-2,1902,D4,UNSAFE,06/26/2015,LENOX COURT HDFC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,LENOX AVENUE 170,8,R7-2,1902,D4,UNSAFE,06/26/2015,LENOX COURT HDFC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,WEST 119 STREET 95,7,R7-2,1899,D7,UNSAFE,12/10/2013,NEW YORK CITY HOUSING AUTHORITY,TIMOTHY  WEBB,O&S ASSOCIATES INC
MANHATTAN,WEST 119 STREET 95,7,R7-2,1899,D7,UNSAFE,08/16/2016,NYC HOUSING AUTHORITY,BARIS  ACAR,HERITAGE ARCHITECTURE LLC
MANHATTAN,WEST 120 STREET 42,7,R7-2,1902,R4,UNSAFE,08/03/2018,LYDIA  POLANCO,PARK PLACE CONDOMIUM,ROBERTA  LEVINE,LPE ENGINEERING PC
MANHATTAN,EAST 96 STREET 306,16,R10A,1962,D3,UNSAFE,08/20/2012,MSMC RESIDENTIAL REALITY,JOAKIM L ASPEGREN,ARC PC
MANHATTAN,SECOND AVENUE 1850,26,R10A,1988,D7,UNSAFE,08/09/2007,1850 2ND AVE SERVICES CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,SECOND AVENUE 1850,26,R10A,1988,D7,UNSAFE,08/17/2012,1850 SECOND AVENUE SERV,MICHAEL V NOTARO,ZASKORSKI & NOTARO ARCHITECTS
MANHATTAN,SECOND AVENUE 1850,26,R10A,1988,D7,UNSAFE,12/15/2017,LINDA  HOFFMAN,1850 SECOND AVENUE SE,MICHAEL  NOTARO,MVN ARCHITECT LLC
MANHATTAN,WEST 135 STREET 174,11,R7-2,1932,P3,UNSAFE,04/11/2012,YMCA OF GREATER NEW YORK,STEPHEN L COHAN,STELCO RESTORATION & TECH. CORP
MANHATTAN,WEST 124 STREET 31,7,C4-4A,1910,C5,UNSAFE,02/19/2013,GEMA HALL HDFC,ALAN S EPSTEIN,EPSTEIN ENGINEERINF PC
MANHATTAN,7 AVENUE 2006,7,R7-2,1900,D1,UNSAFE,03/21/2014,2010 SEVENTH AVENUE LLC,BENJAMIN  LAVON,FKC/GEI
MANHATTAN,EAST 86 STREET 455,39,R10A,1986,RM,UNSAFE,02/10/2017,THOMAS  LAZZARI,Rose Associates. Inc.,WILLIAM  STRUTH,LAWLESS &amp; MANGIONE ARCHITECT AND EN
MANHATTAN,EAST 88 STREET 432,7,R8B,1973,D3,UNSAFE,04/22/2016,EAST 88TH STREET ASSOCIATES LLC,BRUCE  MAWHIRTER,HIRANI ENGINEERING & LAND SURVEY
MANHATTAN,WEST 133 STREET 220,14,R8,1973,D7,UNSAFE,02/21/2007,ST PHILIPS CHURCH HSING,MICHAEL J LARKIN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,EAST 90 STREET 400,23,C2-8,1999,RM,UNSAFE,02/21/2017,DONNA  AGOSTA,Century Tower Condominium,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,EAST 92 STREET 410,15,C8-4,2005,RC,UNSAFE,10/30/2020,JAIRO  JIMENEZ,RLJ C NY UPPER EASTSIDE LESSEE LLC,TINA  TAPINEKIS,SURFACE DESIGN ARCHITECTS PLLC
MANHATTAN,EAST 80 STREET 510,15,R8B,1986,RM,UNSAFE,01/23/2007,THE CARRIAGAE HOUSE COND,EDY  ZIGHER,ETNA CONSULTING
MANHATTAN,EAST 80 STREET 510,15,R8B,1986,RM,UNSAFE,02/20/2017,JACK  BAROUH,HALSTEAD,EDY  ZINGHER,ETNA CONSULTING
MANHATTAN,WEST 136 STREET 27,10,R7-2,2009,I1,UNSAFE,08/25/2008,HARLEM HOSPITAL CENTER,PAUL  MILLMAN,SUPERSTRUCTURES
MANHATTAN,WEST 136 STREET 3,10,R7-2,2009,I1,UNSAFE,08/15/2008,HARLEM HOSPITAL CENTER,PAUL  MILLMAN,SUPERSTRUCTURES ENG + ARCHITECT
MANHATTAN,WEST 137 STREET 22,10,R7-2,2009,I1,UNSAFE,08/15/2008,HARLEM HOSPITAL CENTER,PAUL  MILLMAN,SUPERSTRUCTURES ENG + ARCHITECT
MANHATTAN,WEST 136 STREET 3,10,R7-2,2009,I1,UNSAFE,12/20/2017,MANUEL  SAEZ,HEALTH + HOSPITALS CORP,PAUL  MILLMAN,SUPERSTRUCTURES ENG. &amp; ARCH.
MANHATTAN,WEST 137 STREET 22,10,R7-2,2009,I1,UNSAFE,12/20/2017,MANUEL  SAEZ,HEALTH + HOSPITALS CORP,PAUL  MILLMAN,SUPERSTRUCTURES ENG. &amp; ARCH.
MANHATTAN,WEST 138 STREET 10,7,R7-2,1984,D1,UNSAFE,02/13/2007,GENERAL CHAUNCY M.HOOPER,DANIEL R WACKS,DANIEL R. WACKS P.E. P.C
MANHATTAN,LENOX AVENUE 720,27,R8,1966,D4,UNSAFE,05/22/2014,ESPLANADE GARDENS INC,ROBERT  ANTONUCCI,ANTONUCCI & ASSOCIATES
MANHATTAN,LENOX AVENUE 700,27,R8,1966,D4,UNSAFE,05/22/2014,ESPLANADE GARDENS INC,ROBERT  ANTONUCCI,ANTONUCCI & ASSOCIATES
MANHATTAN,LENOX AVENUE 720,27,R8,1966,D4,UNSAFE,01/17/2020,VANESSA  BLOMBERG,METRO MANAGEMENT DEVELOPMENT INC.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,LENOX AVENUE 700,27,R8,1966,D4,UNSAFE,01/17/2020,VANESSA  BLOMBERG,METRO MANAGEMENT DEVELOPMENT INC.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,AMSTERDAM AVENUE 1519,5,R7-2,1979,W5,UNSAFE,08/20/2012,CUNY-DDCM,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,AMSTERDAM AVENUE 1519,5,R7-2,1979,W5,UNSAFE,08/20/2012,CUNY-DDCM,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,AMSTERDAM AVENUE 1519,5,R7-2,1979,W5,UNSAFE,09/24/2018,ALIREZA  VEDAVARZ,PR,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,WEST 123 STREET 501,21,R7-2,1956,D4,UNSAFE,08/20/2012,MORNINGSIDE HTS. HOUSING CORP,GEORGE D CUTSOGEORGE,CUTSOGEORGE TOOMAN & ALLEN
MANHATTAN,LASALLE STREET 70,21,R7-2,1956,D4,UNSAFE,08/20/2012,MORNINGSIDE HTS HOUSING CORP,GEORGE D CUTSOGEORGE,CUTSOGEORGE TOOMAN & ALLEN
MANHATTAN,AMSTERDAM AVENUE 1470,20,R7-2,1959,D3,UNSAFE,07/03/2008,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSRUCTURES ENG & ARCH
MANHATTAN,OLD BROADWAY 95,20,R7-2,1959,D3,UNSAFE,09/10/2013,NEW YORK CITY HOUSING AUTHORITY,GEORGE  OUNDJIAN,RO ENGINEERING PC
MANHATTAN,BROADWAY 3240,20,R7-2,1959,D3,UNSAFE,07/12/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,WEST 126 STREET 545,20,R7-2,1959,D3,UNSAFE,07/12/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,AMSTERDAM AVENUE 1430,20,R7-2,1959,D3,UNSAFE,08/19/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,AMSTERDAM AVENUE 1470,20,R7-2,1959,D3,UNSAFE,07/12/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,AMSTERDAM AVENUE 1420,20,R7-2,1959,D3,UNSAFE,07/12/2019,LLOYD  VALDEZ,NYCHA,GEORGE  OUNDJIAN,RAMAN & OUNDJIAN ENGINEERS & ARCH P
MANHATTAN,AMSTERDAM AVENUE 1504,6,R7A,1905,D7,UNSAFE,11/01/2013,NYCHA,TIMOTHY  WEBB,O&S ASSOCIATESINC
MANHATTAN,AMSTERDAM AVENUE 1504,6,R7A,1905,D7,UNSAFE,06/22/2017,GARY  GUILLAUME,NYC HOUSING AUTHORITY,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,WEST 118 STREET 8,21,R7-2,1976,D7,UNSAFE,06/13/2012,HARLEM CANAAN HOUSE,VINCENT  BOCCIA,ENGINEERED BUILDING INSPECTIONS
MANHATTAN,WEST 118 STREET 8,21,R7-2,1976,D7,UNSAFE,08/16/2017,WALTER  ROBERTS,HOPE COMMUNITY INC,FRANK  BOCCIA,ENGINEERED BUILDING INSPECTIONS P.
MANHATTAN,RIVERSIDE DRIVE 468,9,R8,1907,D3,UNSAFE,02/20/2018,STEVE  HOFFMAN,Hoffman Management,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,EAST 98 STREET 5,14,R9,1963,I1,UNSAFE,09/26/2007,THE MOUNT SINAI HOSPITAL,VINCENT  STRAMANDINOLI,VSA EXTERIOR CONSULTANTS
MANHATTAN,EAST 98 STREET 5,14,R9,1963,I1,UNSAFE,09/19/2014,MOOUNT SINAI SCHOOL OF MEDICINE,FRANCESCO  BRUNI,THE VSA GROUP
MANHATTAN,FIFTH AVENUE 1180,14,R9,1963,I1,UNSAFE,09/19/2014,MOUNT SINAI SCHOOL OF MEDICINE,FRANCESCO  BRUNI,THE VSA GROUP
MANHATTAN,EAST 98 STREET 5,14,R9,1963,I1,UNSAFE,02/14/2020,MICHAEL  SPITERI,MOUNT SINAI HOSPITAL,FRANCESCO  BRUNI,THE VSA GROUP
MANHATTAN,CLAREMONT AVENUE 140,6,R8,1905,D4,UNSAFE,04/17/2020,MOISES  FARHAT,WEBER-FARHAT REALTY,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,EAST 98 STREET 19,10,R9,1928,I9,UNSAFE,09/19/2014,MOUNT SINAI SCHOOL OF MEDICINE,FRANCESCO  BRUNI,THE VSA GROUP
MANHATTAN,RIVERSIDE DRIVE 500,13,R8,1926,H8,UNSAFE,02/13/2007,THE INTERNATIONAL HOUSE,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,RIVERSIDE DRIVE 500,13,R8,1926,H8,UNSAFE,02/21/2012,INTERNATIONAL HOUSE,JOSE M LANDAURO,JOSE M LANDAURO P.E
MANHATTAN,CLAREMONT AVENUE 189,6,R8,1905,D1,UNSAFE,02/21/2012,189-191 LLC C/O HELLER REALTY,KEVIN  BONE,BONE/LEVINE ARCHITECTS
MANHATTAN,CLAREMONT AVENUE 191,6,R8,1912,D1,UNSAFE,02/21/2012,189-191 LLC.C/O HELLER REALTY,KEVIN  BONE,BONE/LEVINE ARCHITECTS
MANHATTAN,CLAREMONT AVENUE 191,6,R8,1912,D1,UNSAFE,02/20/2017,KEVIN  PADGETT,Heller Realty,KEVIN  BONE
MANHATTAN,TIEMANN PLACE 69,6,R8,1926,D4,UNSAFE,12/08/2011,LIDIA MANAGEMENT,RIZWAN A SALAM,RIZWAN ABDUS SALAMP.E
MANHATTAN,TIEMANN PLACE 55,6,R8,1926,D4,UNSAFE,12/08/2011,LIDIA MANAGEMENT CORP,RIZWAN A SALAM,RIZWAN ABDUS SALAMP.E
MANHATTAN,TIEMANN PLACE 55,6,R8,1926,D4,UNSAFE,12/09/2011,LINDA MANAGEMENT CORP,RIZWAN A SALAM,RIZWAN ABDUS SALAMP.E
MANHATTAN,EAST 131 STREET 68,7,R7B,1926,O3,UNSAFE,08/13/2014,VINCA 68LLC,JOAKIM L ASPEGREN,ARC PC
MANHATTAN,MADISON AVENUE 2140,14,R7-2,1947,D3,UNSAFE,10/08/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,MADISON AVENUE 2130,14,R7-2,1947,D3,UNSAFE,10/08/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,MADISON AVENUE 2120,14,R7-2,1947,D3,UNSAFE,10/08/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,MADISON AVENUE 2130,14,R7-2,1947,D3,UNSAFE,08/11/2017,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY
MANHATTAN,MADISON AVENUE 2110,14,R7-2,1947,D3,UNSAFE,06/17/2019,LLOYD  VALDEZ,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,WEST 142 STREET 129,5,R7-2,1920,C1,UNSAFE,09/22/2020,RICHARD  MORRISON,PR,SREENIVAS  RAMAN,RAMAN & OUNDJIAN ENGINEERS & ARCHIT
MANHATTAN,WEST 142 STREET 129,5,R7-2,1920,C1,UNSAFE,10/10/2007,NYC HOUSING AUTHORITY,YOUSUF  TAI,HAKS ENGINEERS & LAND SURVEYORS
MANHATTAN,WEST 142 STREET 129,5,R7-2,1920,C1,UNSAFE,07/19/2013,NYCHA,SREENIVAS  RAMAN,RO ENGINEERINGPC
MANHATTAN,A C POWELL BOULEVARD 2453,6,R7-2,1920,C7,UNSAFE,09/22/2020,RICHARD  MORRISON,PR,SREENIVAS  RAMAN,RAMAN & OUNDJIAN ENGINEERS & ARCHIT
MANHATTAN,A C POWELL BOULEVARD 2453,6,R7-2,1920,C7,UNSAFE,07/24/2013,NYCHA,SREENIVAS  RAMAN,RO ENGINEERINGPC
MANHATTAN,A C POWELL BOULEVARD 2449,6,R7-2,1920,C7,UNSAFE,09/30/2020,RICHARD  MORRISON,PR,SREENIVAS  RAMAN,RAMAN & OUNDJIAN ENGINEERS & ARCHIT
MANHATTAN,A C POWELL BOULEVARD 2449,6,R7-2,1920,C7,UNSAFE,07/24/2013,NYCHA,SREENIVAS  RAMAN,RO ENGINEERINGPC
MANHATTAN,WEST 143 STREET 139,6,R7-2,1920,C1,UNSAFE,02/21/2019,JOHN  CHEN,PRESTIGE REALTY ASSOCIATES LP,STEVE  LANE,DEVON ARCHITECTS
MANHATTAN,WEST 145 STREET 159,6,C8-3,1915,C7,UNSAFE,05/26/2016,CHG HOUSING LLC,CAPPY  SABIR,SRW ENGINEERS
MANHATTAN,WEST 145 STREET 159,6,C8-3,1915,C7,UNSAFE,05/26/2016,CHG HOUSING LLC,CAPPY  SABIR,SRW ENGINEERS
MANHATTAN,EAST 97 STREET 151,0,R7-2,0,U4,UNSAFE,02/21/2012,VSO REAL ESTATE,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,EAST 97 STREET 151,0,R7-2,0,U4,UNSAFE,10/04/2018,NICOLE  NICHOLSON,VERIZON,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTING P.C
MANHATTAN,WEST 145 STREET 227,6,R7-2,1920,C7,UNSAFE,07/09/2019,JOHN  CHEN,PRESTIGE REALTY ASSOCIATES LP,STEVE  LANE,DEVON ARCHITECTS
MANHATTAN,WEST 148 STREET 234,7,R7-2,1930,R4,UNSAFE,07/23/2019,KATY  BLAKE,PECORA 148 CONDOMINIUM,JAMES  CICALO,FSI ARCHITECTURE PC
MANHATTAN,FREDERICK DOUGLAS BOULEVARD 2852,8,R7-2,1992,D7,UNSAFE,02/21/2018,ADI  DOR,C&amp;C APARTMENT MANAGEMENT LLC,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,WEST 143 STREET 310,20,R7-2,1980,D3,UNSAFE,02/21/2013,THE FEIL ORGANIZATION,STANFORD  CHAN,VIDARIS INC
MANHATTAN,SECOND AVENUE 2391,35,R9,1974,D9,UNSAFE,08/21/2012,EAST HARLEM PILOT BLOCK,MATTHEW K HABERLING,WJE ENGINEERS & ARCHITECTS
MANHATTAN,SECOND AVENUE 2391,35,R9,1974,D9,UNSAFE,04/08/2019,WILFREDO  MOJICA,East Harlem Pilot Blk HDF Company,MATTHEW  HABERLING,WJE ENGINEERS & ARCHITECTS PC
MANHATTAN,WEST 150 STREET 400,6,R8A,1909,D1,UNSAFE,02/20/2020,HUGH  FEINBERG,150th Street Holding Co LLC c/o Friedman Manageme,RYAN  JOHNSON,PVE SHEFFLER LLC
MANHATTAN,ST NICHOLAS PLACE 2,6,R7A,1904,D1,UNSAFE,02/20/2015,2-4 REALTY ASSOCIATES LLC,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,PALADINO AVENUE 10,16,R7-2,1957,D3,UNSAFE,06/06/2008,N.Y.C.H.A.,KENNETH  SANTELLI,LAWLESS & MANGIONE LLP
MANHATTAN,FIRST AVENUE 2360,16,R7-2,1957,D3,UNSAFE,07/11/2008,N.Y.C.H.A.,KENNETH  SANTELLI,LAWLESS & MANGIONE LLP
MANHATTAN,AMSTERDAM AVENUE 1616,7,R7A,1916,D6,UNSAFE,04/09/2008,500 140 LLC,PHILIP  TOSSCANO,PHILIP TOSCANO ARCHITECTS
MANHATTAN,AMSTERDAM AVENUE 1616,7,R7A,1916,D6,UNSAFE,02/17/2020,FERNANDO  ALFONSO,Amsterdam 140 LLC,MARK  ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,AMSTERDAM AVENUE 1616,7,R7A,1916,D6,UNSAFE,02/19/2015,1616 AMSTERDAM RESIDES LLC,JOHN J HOFFMAN,HOFFMANN ARCHITECTS INC
MANHATTAN,AMSTERDAM AVENUE 1616,7,R7A,1916,D6,UNSAFE,02/24/2021,FERNANDO  ALFONSO,Amsterdam 140 LLC,MARK  ELLIS,PVE-LLC
MANHATTAN,HAMILTON PLACE 90,7,R7A,1920,D4,UNSAFE,02/21/2013,94-102 HAMILTON PLACE HDFC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,HAMILTON PLACE 93,6,R7A,1920,C1,UNSAFE,10/16/2019,GENEVIEVE  OUTLAW,William R. Anderson HDFC,JOHN  MONROE,RAND ENGINEERING & ARCHITECTURE DPC
MANHATTAN,ST NICHOLAS AVENUE 92,7,R7-2,1926,D4,UNSAFE,06/05/2009,92 ST. NICHOLAS AVENUE HDFC,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,ST NICHOLAS AVENUE 92,7,R7-2,1926,D4,UNSAFE,05/25/2011,92 ST. NICHOLAS AVENUE HDFC,SEBERT  DYER,BUILDING ENGINEERING SYSTEMS
MANHATTAN,WEST 116 STREET 160,9,R7-2,1983,D1,UNSAFE,02/03/2017,KENNETH  COHEN,Canaan Housing Development Fund,WILLIAM  VARNEY,RAND Engineering & Architecture DPC
MANHATTAN,WEST 111 STREET 203,6,R7A,1900,D1,UNSAFE,01/08/2007,PARK NORTH HOUSES,STEVEN S KAPLAN,STEVEN KAPLAN CONSULTING ENGINEE
MANHATTAN,SECOND AVENUE 1905,12,R7-2,1954,D9,UNSAFE,12/31/2019,LLOYD  VALDEZ,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,SECOND AVENUE 1895,12,R7-2,1954,D9,UNSAFE,01/13/2020,LLOYD  VALDEZ,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,EAST 97 STREET 219,12,R7-2,1954,D9,UNSAFE,12/31/2019,LLOYD  VALDEZ,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,THIRD AVENUE 1761,12,R7-2,1954,D9,UNSAFE,12/04/2019,LLOYD  VALDEZ,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,SEVENTH AVENUE 1858,6,R7-2,1920,D1,UNSAFE,04/03/2018,HUGH  FEINBERG,Friedman Management Corp.,JAMISON  MORSE,PVE LLC
MANHATTAN,WEST  148 STREET 557,6,R6A,1920,D1,UNSAFE,02/19/2021,EFSTATHIOS  VALIOTIS,557 WEST 148 REALTY LLC,RICHARD  KOENIGSBERG,KOENIGSBERG ENGINEERING P.C.
MANHATTAN,WEST  148 STREET 557,6,R6A,1920,D1,UNSAFE,02/21/2020,EFSTATHIOS  VALIOTIS,557 WEST 148 REALTY LLC,RICHARD  KOENIGSBERG,KOENIGSBERG ENGINEERING P.C.
MANHATTAN,7 AVENUE 1890,0,R7-2,1920,RM,UNSAFE,05/29/2007,TAHL PROPP EQUITIES,ROBERTA L LEVINE,LPE ENGINEERINGPC
MANHATTAN,WEST 139 STREET 601,6,R8,1910,D7,UNSAFE,01/29/2009,BROADWAY PORTFOLIO I OWNER LLC,KENNETH H ROSS,K. ROSS ARCHITECT AND ASSOCIATE
