Borough,Address,Total Building Floor Area,Zoning District,Assessed Total Value,Owner Name,Permit Issuance date,Permitte Name,Permittee Business Name,Permittee License Type
QN,18-23 124 STREET,4757,R4A,47100,YEUNG LOU,06/21/2020,YONGHUA FENG,FORTUNA CONSTRUCTION LLC,GC
QN,18-23 124 STREET,4757,R4A,47100,YEUNG LOU,07/07/2020,YONGHUA FENG,FORTUNA CONSTRUCTION LLC,GC
QN,47-22 BURLING STREET,1782,R3A,53400,YAN HUIFANG,11/12/2020,WEIJIE CHEN,WING JAY CONSTRUCTION INC,GC
QN,49-03 KISSENA BOULEVARD,2140,R3X,74280,4903 KISSENA LLC,09/23/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,49-03 KISSENA BOULEVARD,2140,R3X,74280,4903 KISSENA LLC,09/23/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,49-03 KISSENA BOULEVARD,2140,R3X,74280,4903 KISSENA LLC,12/03/2020,CECILIA LIN,TT&T CONSTRUCTION INC,GC
QN,22-33 120 STREET,3802,R4A,51300,QIU HUI HUI,01/22/2021,LI KONG MA,MPS PLUMBING & HEATING IN,MP
QN,22-33 120 STREET,3802,R4A,51300,QIU HUI HUI,09/23/2020,FANG YE,HY DESIGN & DEVELOPMENT L,GC
QN,22-38 123 STREET,0,R4A,20040,FONT DAVID,10/19/2020,DAVID FONT,D HANDY INC,GC
QN,22-38 123 STREET,0,R4A,20040,FONT DAVID,10/19/2020,DAVID FONT,D HANDY INC,GC
QN,22-38 123 STREET,0,R4A,20040,FONT DAVID,10/21/2020,DAVID FONT,D HANDY INC,GC
QN,22-38 123 STREET,0,R4A,20040,FONT DAVID,10/19/2020,DAVID FONT,D HANDY INC,GC
QN,22-38 123 STREET,0,R4A,20040,FONT DAVID,10/19/2020,DAVID FONT,D HANDY INC,GC
QN,22-38 123 STREET,0,R4A,20040,FONT DAVID,10/21/2020,DAVID FONT,D HANDY INC,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/18/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/18/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/18/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/18/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/26/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/26/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/26/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,23-48 122 STREET,2575,R5B,40920,AA23 PROPERTY LLC,08/26/2020,BIN YAN,PRECISE CONTRACTING AND,GC
QN,36-26 172 STREET,5473,R5B,585810,JHC GROUP LLC,02/25/2021,AI HUI WONG,HUA HONG BUILDER CORP,GC
QN,36-26 172 STREET,5473,R5B,585810,JHC GROUP LLC,02/26/2021,PETER COMBATES,AMC PLBG HTG & CLNG INC,MP
QN,25-63 125 STREET,0,R4A,15480,QUEENSLAND GROUP LLC,12/28/2020,RALPH LANDOLFI JR,RRP PLUMBING CORP,MP
QN,25-63 125 STREET,0,R4A,15480,QUEENSLAND GROUP LLC,07/08/2020,SANJAY PATEL,SUN GENERAL CONSTR* INC,GC
QN,25-63 125 STREET,0,R4A,15480,QUEENSLAND GROUP LLC,07/08/2020,SANJAY PATEL,SUN GENERAL CONSTR* INC,GC
QN,25-63 125 STREET,0,R4A,15480,QUEENSLAND GROUP LLC,07/08/2020,SANJAY PATEL,SUN GENERAL CONSTR* INC,GC
QN,31-34 137 STREET,0,R6,38940,PTW ENTERPRISE LLC,03/24/2021,WANGNI LEE,MSL CONSTRUCTION LLC,GC
QN,31-34 137 STREET,0,R6,38940,PTW ENTERPRISE LLC,03/24/2021,WANGNI LEE,MSL CONSTRUCTION LLC,GC
QN,31-34 137 STREET,0,R6,38940,PTW ENTERPRISE LLC,03/24/2021,WANGNI LEE,MSL CONSTRUCTION LLC,GC
QN,31-34 137 STREET,0,R6,38940,PTW ENTERPRISE LLC,12/08/2020,RALPH LANDOLFI JR,RRP PLUMBING CORP,MP
QN,144-11 SOUTH DRIVE,0,R1-2,58800,D'AMICO SALVATORE,01/11/2021,SALVATORE D'AMICO,SAL D'AMICO CONSTR. INC,GC
QN,144-11 SOUTH DRIVE,0,R1-2,58800,D'AMICO SALVATORE,12/15/2020,SALVATORE D'AMICO,SAL D'AMICO CONSTR. INC,GC
QN, CHERRY AVENUE,0,R4,10140,QUEENS X C LLC,09/16/2020,ERIC LI,DYNASTY CONTRACTING LLC,GC
QN, CHERRY AVENUE,0,R4,10140,QUEENS X C LLC,09/16/2020,ERIC LI,DYNASTY CONTRACTING LLC,GC
QN, CHERRY AVENUE,0,R4,10140,QUEENS X C LLC,09/23/2020,FANG YE,HY DESIGN & DEVELOPMENT L,GC
QN, SANFORD AVENUE,2964,R4-1,45720,LIN FENG,07/17/2020,MARVIN WASOFF,WASOFF PLBG & UTILITY CO,MP
QN, SANFORD AVENUE,2964,R4-1,45720,LIN FENG,07/17/2020,MARVIN WASOFF,WASOFF PLBG & UTILITY CO,MP
QN,,0,R4-1,0,,02/23/2021,JIN LIN,JIN SUN CONSTRUCTION INC,GC
QN,3-35 148 STREET,2478,R2A,81900,LIVADITIS  NICK,11/05/2020,STAVROULA MAMAIS-LORINO,MAMAIS CONTRACTING CORP,GC
BK,464 QUENTIN ROAD,4477,R5,107400,COHEN NATHAN,08/26/2020,MICHAEL BALOGLOU,ABSOLUTE PLBG HTG & MECH,MP
QN,45-30 164 STREET,3890,R4-1,49680,DAI XINGSU,07/13/2020,SIMON HUNG,QMB PLUMBING & HEATING IN,MP
QN,45-30 164 STREET,3890,R4-1,49680,DAI XINGSU,08/13/2020,XINGSU DAI,ARCO GROUP USA INC,GC
QN,45-30 164 STREET,3890,R4-1,49680,DAI XINGSU,08/13/2020,XINGSU DAI,ARCO GROUP USA INC,GC
QN,45-30 164 STREET,3890,R4-1,49680,DAI XINGSU,08/13/2020,XINGSU DAI,ARCO GROUP USA INC,GC
QN,45-30 164 STREET,3890,R4-1,49680,DAI XINGSU,08/13/2020,XINGSU DAI,ARCO GROUP USA INC,GC
QN,44-15 192 STREET,1198,R3X,58200,88 192ND LLC,11/02/2020,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,44-15 192 STREET,1198,R3X,58200,88 192ND LLC,11/04/2020,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,44-15 192 STREET,1198,R3X,58200,88 192ND LLC,11/04/2020,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,44-15 192 STREET,1198,R3X,58200,88 192ND LLC,01/21/2021,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,44-15 192 STREET,1198,R3X,58200,88 192ND LLC,02/12/2021,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
BK,92 WHITMAN DRIVE,5036,R2,146520,AZOULAY DANIEL,08/27/2020,AARON GAZIT,PALACE HOUSING CORP,GC
BK,92 WHITMAN DRIVE,5036,R2,146520,AZOULAY DANIEL,08/27/2020,AARON GAZIT,PALACE HOUSING CORP,GC
BK,EAST 68 STREET,4497,R3-2,310950,ANDA PROPERTIES CO. LLC,11/04/2020,YEVGENIY KLINOV,FIRST CNSTRCTION ZONE INC,GC
QN,6 AVENUE,0,R2,36600,UNAVAILABLE OWNER,01/06/2021,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
QN,6 AVENUE,0,R2,36600,UNAVAILABLE OWNER,09/01/2020,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
QN,6 AVENUE,0,R2,48979,UNAVAILABLE OWNER,01/06/2021,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
QN,6 AVENUE,0,R2,48979,UNAVAILABLE OWNER,09/02/2020,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
BK,6310 STRICKLAND AVENUE,0,R2,17940,STRICKLAND 6310 LLC,09/03/2020,URI GERTELMAN,GBI CONTRACTING LLC,GC
BK,6310 STRICKLAND AVENUE,0,R2,17940,STRICKLAND 6310 LLC,12/07/2020,URI GERTELMAN,GBI CONTRACTING LLC,GC
QN,6 AVENUE,3478,R2,78540,UNAVAILABLE OWNER,01/06/2021,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
QN,6 AVENUE,3478,R2,78540,UNAVAILABLE OWNER,09/02/2020,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
QN,6 AVENUE,3478,R2,73200,UNAVAILABLE OWNER,01/06/2021,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
QN,6 AVENUE,3478,R2,73200,UNAVAILABLE OWNER,09/02/2020,TIMOTHY O'SULLIVAN JR,O'SULLIVAN BUILDERS & DEV,GC
BK,2956 BRIGHTON 4 STREET,5703,R6,187875,4TH BRIGHTON REALTY LLC,02/24/2021,LEV KHEYFETS,LKC GROUP,GC
BK,2956 BRIGHTON 4 STREET,5703,R6,187875,4TH BRIGHTON REALTY LLC,02/24/2021,LEV KHEYFETS,LKC GROUP,GC
QN,160-29 12 AVENUE,3951,R1-2,117780,DENKO LAURA,09/16/2020,SYLVAN TIEGER,DENKO MECHANICAL INC,MP
QN,160-29 12 AVENUE,3951,R1-2,117780,DENKO LAURA,07/09/2020,VYACHESLAV FAYBYSHEV,OMNI BUILD INC,GC
QN,160-29 12 AVENUE,3951,R1-2,117780,DENKO LAURA,07/13/2020,VYACHESLAV FAYBYSHEV,OMNI BUILD INC,GC
QN,160-29 12 AVENUE,3951,R1-2,117780,DENKO LAURA,07/13/2020,VYACHESLAV FAYBYSHEV,OMNI BUILD INC,GC
QN,14-77 165 STREET,4402,R1-2,56640,HOMELY REALTY LLC,03/09/2021,HANJUN BAI,H&Z BUILDING CONSULTING I,GC
QN,47-06 198 STREET,1930,R3-2,62220,ZHANG REALTY LLC.,03/10/2021,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,47-06 198 STREET,1930,R3-2,62220,ZHANG REALTY LLC.,07/29/2020,LI KONG MA,MPS PLUMBING & HEATING IN,MP
QN,47-08 198 STREET,1930,R3-2,62220,ZHANG REALTY LLC.,03/10/2021,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,47-08 198 STREET,1930,R3-2,62220,ZHANG REALTY LLC.,06/17/2020,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,47-08 198 STREET,1930,R3-2,62220,ZHANG REALTY LLC.,07/29/2020,LI KONG MA,MPS PLUMBING & HEATING IN,MP
QN,47-10 198 STREET,1930,R3-2,65040,ZHANG REALTY LLC.,03/10/2021,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,47-10 198 STREET,1930,R3-2,65040,ZHANG REALTY LLC.,06/26/2020,XIANGBO LI,L&L CONSTRUCTION DEVELOP,GC
QN,47-10 198 STREET,1930,R3-2,65040,ZHANG REALTY LLC.,07/29/2020,LI KONG MA,MPS PLUMBING & HEATING IN,MP
QN,47-10 198 STREET,1930,R3-2,65040,ZHANG REALTY LLC.,07/29/2020,LI KONG MA,MPS PLUMBING & HEATING IN,MP
BK,177A WEST END AVENUE,14463,R6,0,177 WEST END LLC,04/21/2020,OLEKSANDR NAD,NADKOS INC,GC
BK,177A WEST END AVENUE,14463,R6,0,177 WEST END LLC,04/21/2020,OLEKSANDR NAD,G-NADO INC,GC
BK,228 COLERIDGE STREET,0,R3-1,64740,228 COLERIDGE LLC,07/16/2020,DIMITRY TVERSKOY,N/A,OW
BK,228 COLERIDGE STREET,0,R3-1,64740,228 COLERIDGE LLC,07/16/2020,DIMITRY TVERSKOY,N/A,OW
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,36 GIRARD STREET,2699,R3-1,85500,SEVERINOVSKY EUGENE,07/23/2020,ANDRZEJ SOLTYS,SAPOL CONSTRUCTION LLC,GC
BK,EAST 15 STREET,8382,R6,353700,2769 A EAST 15TH ST DEVELOPMENT LLC,08/05/2020,VAHE SAHAKYAN,BUILD R US CORP,GC
BK,EAST 15 STREET,8382,R6,353700,2769 A EAST 15TH ST DEVELOPMENT LLC,10/19/2020,VAHE SAHAKYAN,BUILD R US CORP,GC
BK,EAST 15 STREET,8382,R6,353700,2769 A EAST 15TH ST DEVELOPMENT LLC,10/19/2020,VAHE SAHAKYAN,BUILD R US CORP,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,09/17/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,09/16/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,09/14/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,09/14/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,09/14/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,09/16/2020,WENDY HE,TGC CONSTRUCTION INC,GC
QN,147-22 20 ROAD,2260,R3A,19200,ZHENG YIN,12/03/2020,CECILIA LIN,TT&T CONSTRUCTION INC,GC
BK,2721 EAST 21 STREET,0,R4,24660,KHAAP HOLDING LLC,02/04/2021,DAVID TALALOVSKY,ALMA PLBG SPRINKLER INC,MP
BK,2721 EAST 21 STREET,0,R4,24660,KHAAP HOLDING LLC,06/26/2020,ALBERT KHANIMOV,BIG A CONSTRUCTION GROUP,GC
BK,2721 EAST 21 STREET,0,R4,24660,KHAAP HOLDING LLC,06/26/2020,ALBERT KHANIMOV,BIG A CONSTRUCTION GROUP,GC
BK,3077 EMMONS AVENUE,5344,R5,61896,3077 EMMONS AVENUE LLC,08/19/2020,MARK TALALOVSKY,SMART PLBG & HTG CORP,MP
QN,151-33 17 ROAD,3925,R3A,62820,DAI XUE WEI,09/17/2020,FANG YE,HY DESIGN & DEVELOPMENT L,GC
QN,151-33 17 ROAD,3925,R3A,62820,DAI XUE WEI,12/02/2020,FANG YE,HY DESIGN & DEVELOPMENT L,GC
QN,151-33 17 ROAD,3925,R3A,62820,DAI XUE WEI,12/02/2020,FANG YE,HY DESIGN & DEVELOPMENT L,GC
QN,151-33 17 ROAD,3925,R3A,62820,DAI XUE WEI,12/02/2020,FANG YE,HY DESIGN & DEVELOPMENT L,GC
QN,151-33 17 ROAD,3925,R3A,62820,DAI XUE WEI,12/05/2020,RALPH LANDOLFI JR,RRP PLUMBING CORP,MP
BK,1730 OCEAN AVENUE,0,R6A,45480,1730 OCEAN AVENUE DEVELOPMENT LLC,12/07/2020,DANIEL JAKUBOWICZ,JACOBS DEVELOPMENT CORPOR,GC
SI,98 RIDGECREST AVENUE,2200,R3A,23520,MASTER BUILT LLC,03/08/2021,ROBERT KELLY,MASTER BUILT HOMES INC,GC
SI,98 RIDGECREST AVENUE,2200,R3A,23520,MASTER BUILT LLC,10/21/2020,ROBERT KELLY,MASTER BUILT HOMES INC,GC
SI,98 RIDGECREST AVENUE,2200,R3A,23520,MASTER BUILT LLC,10/21/2020,ROBERT KELLY,MASTER BUILT HOMES INC,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,01/13/2021,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,02/08/2021,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/08/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/08/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/08/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/09/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,08/10/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,2ND STREET,339668,PARK,3387150,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,08/25/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,03/22/2021,TOMASZ NIEWIADOMSKI,TT MECHANICAL CORP,MP
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/08/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/08/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/09/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,07/09/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,08/06/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,09/02/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN, CENTER BOULEVARD,719945,R10,275400,SOUTH POINT HOUSING DEVELOPMENT FUND COR PORATION,10/27/2020,GRANT GAGNIER,GILBANE RESIDENTIAL CONST,GC
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,04/13/2020,CHRISTOPHER STRNAD,PARKVIEW P&H INC,MP
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,04/13/2020,CHRISTOPHER STRNAD,PARKVIEW P&H INC,MP
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,04/13/2020,CHRISTOPHER STRNAD,PARKVIEW P&H INC,MP
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,04/13/2020,CHRISTOPHER STRNAD,PARKVIEW P&H INC,MP
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,12/29/2020,FRANK VASTA,52-41 CENTER GC LLC,GC
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,03/17/2021,CHRISTOPHER STRNAD,PARKVIEW P&H INC,MP
QN,52-41 CENTER BOULEVARD,410239,R10,10211900,52-41 CENTER LLC,03/17/2021,CHRISTOPHER STRNAD,PARKVIEW P&H INC,MP
QN,11-21 46 AVENUE,3301,M1-4/R6A,117660,GDC LIC OWNER LLC,08/11/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-19A 46 AVENUE,3301,M1-4/R6A,117660,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-19 46 AVENUE,3301,M1-4/R6A,117660,GDC LIC OWNER LLC,08/11/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-19 46 AVENUE,3301,M1-4/R6A,117660,GDC LIC OWNER LLC,08/11/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-17 46 AVENUE,3301,M1-4/R6A,117660,GDC LIC OWNER LLC,08/11/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-15A 46 AVENUE,3601,M1-4/R6A,128340,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-15 46 AVENUE,3601,M1-4/R6A,128340,GDC LIC OWNER LLC,08/11/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-13A 46 AVENUE,3601,M1-4/R6A,128340,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-07 46 AVENUE,3601,M1-4/R6A,128340,GDC LIC OWNER LLC,08/11/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-05A 46 AVENUE,3601,M1-4/R6A,128340,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,45-41 11 STREET,3709,M1-4/R6A,62460,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,45-41 11 STREET,3709,M1-4/R6A,62460,GDC LIC OWNER LLC,08/19/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,45-41 11 STREET,3709,M1-4/R6A,62460,GDC LIC OWNER LLC,11/09/2020,ROHAIL DAR,FLINTLOCK CONSTR SERV LLC,GC
QN,45-31 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,45-31 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,45-31 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,45-31 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,12/02/2020,ROHAIL DAR,FLINTLOCK CONSTR SERV LLC,GC
QN,45-29 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,45-29 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,45-29 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,45-29 11 STREET,3685,M1-4/R6A,59940,GDC LIC OWNER LLC,12/02/2020,ROHAIL DAR,FLINTLOCK CONSTR SERV LLC,GC
QN,11-16 45 ROAD,4015,M1-4/R6A,143100,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,11-16 45 ROAD,4015,M1-4/R6A,143100,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,11-16 45 ROAD,4015,M1-4/R6A,143100,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-16 45 ROAD,4015,M1-4/R6A,143100,GDC LIC OWNER LLC,12/02/2020,ROHAIL DAR,FLINTLOCK CONSTR SERV LLC,GC
QN,11-16A 45 ROAD,4085,M1-4/R6A,145620,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,11-16A 45 ROAD,4085,M1-4/R6A,145620,GDC LIC OWNER LLC,07/17/2020,JOHN LOVETRO,N B PLUMBING & HEATINGINC,MP
QN,11-16A 45 ROAD,4085,M1-4/R6A,145620,GDC LIC OWNER LLC,08/03/2020,ANDREW WEISS,FLINTLOCK CONSTR SERV LLC,GC
QN,11-16A 45 ROAD,4085,M1-4/R6A,145620,GDC LIC OWNER LLC,12/02/2020,ROHAIL DAR,FLINTLOCK CONSTR SERV LLC,GC
QN,22-43 JACKSON AVENUE,103546,R7X,6916950,CIRCLE F 2243 JACKSON DE LLC,03/16/2021,WAYNE WARNER,ZHONG WANG CONSTRUCTION S,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,05/27/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,05/27/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,05/27/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,08/18/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,08/18/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,08/18/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,08/27/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
QN,45-57 DAVIS STREET,127456,M1-5/R7-3,4957200,BP COOPER HILLSIDE LLC,08/27/2020,CHAIM LEIFER,KEY DEVELOPERS INC,GC
